[01:00:06.443390666] (+0.000065619) 0 heap_alloc: { pid = 7, fn1 = 0x800E978, fn2 = 0x80120E0, fn3 = 0x80239E6, fn4 = 0x800597C, address = 0x10009C70, real_alloc = 40, user_alloc = 32, user_req = 24 }
[01:00:06.443456476] (+0.000065810) 0 heap_alloc: { pid = 7, fn1 = 0x800E978, fn2 = 0x80120FA, fn3 = 0x80239E6, fn4 = 0x800597C, address = 0x10009D90, real_alloc = 40, user_alloc = 32, user_req = 20 }
[01:00:06.443629428] (+0.000172952) 0 heap_alloc: { pid = 7, fn1 = 0x801808E, fn2 = 0x802D8EA, fn3 = 0x802B5BC, fn4 = 0x800597C, address = 0x10009DB0, real_alloc = 40, user_alloc = 32, user_req = 16 }
[01:00:06.443659904] (+0.000030476) 0 heap_free: { pid = 7, address = 0x10009DB0, real_alloc = 40, user_alloc = 32 }
[01:00:06.443754190] (+0.000094286) 0 heap_alloc: { pid = 7, fn1 = 0x801808E, fn2 = 0x802D8EA, fn3 = 0x802B5BC, fn4 = 0x800597C, address = 0x10009DB0, real_alloc = 40, user_alloc = 32, user_req = 16 }
[01:00:06.451246857] (+0.007492667) 0 heap_free: { pid = 7, address = 0x10009DB0, real_alloc = 40, user_alloc = 32 }
[01:00:06.451422761] (+0.000175904) 0 heap_alloc: { pid = 7, fn1 = 0x801808E, fn2 = 0x802D8EA, fn3 = 0x802B5BC, fn4 = 0x800597C, address = 0x10009DB0, real_alloc = 40, user_alloc = 32, user_req = 16 }
[01:00:06.451453238] (+0.000030477) 0 heap_free: { pid = 7, address = 0x10009DB0, real_alloc = 40, user_alloc = 32 }
[01:00:06.451547523] (+0.000094285) 0 heap_alloc: { pid = 7, fn1 = 0x801808E, fn2 = 0x802D8EA, fn3 = 0x802B5BC, fn4 = 0x800597C, address = 0x10009DB0, real_alloc = 40, user_alloc = 32, user_req = 16 }
[01:00:06.460541714] (+0.008994191) 0 heap_free: { pid = 7, address = 0x10009DB0, real_alloc = 40, user_alloc = 32 }
[01:00:06.460723333] (+0.000181619) 0 heap_alloc: { pid = 7, fn1 = 0x801808E, fn2 = 0x802D8EA, fn3 = 0x802B5BC, fn4 = 0x800597C, address = 0x10009DB0, real_alloc = 40, user_alloc = 32, user_req = 16 }
[01:00:06.460753904] (+0.000030571) 0 heap_free: { pid = 7, address = 0x10009DB0, real_alloc = 40, user_alloc = 32 }
[01:00:06.460848190] (+0.000094286) 0 heap_alloc: { pid = 7, fn1 = 0x801808E, fn2 = 0x802D8EA, fn3 = 0x802B5BC, fn4 = 0x800597C, address = 0x10009DB0, real_alloc = 40, user_alloc = 32, user_req = 16 }
[01:00:06.470987523] (+0.010139333) 0 heap_free: { pid = 7, address = 0x10009DB0, real_alloc = 40, user_alloc = 32 }
[01:00:06.471076190] (+0.000088667) 0 heap_free: { pid = 7, address = 0x10009CA0, real_alloc = 40, user_alloc = 32 }
[01:00:06.471143142] (+0.000066952) 0 heap_alloc: { pid = 7, fn1 = 0x8021850, fn2 = 0x801F9AA, fn3 = 0x801F8FE, fn4 = 0x800597C, address = 0x10009C90, real_alloc = 56, user_alloc = 48, user_req = 28 }
[01:00:06.471209809] (+0.000066667) 0 heap_alloc: { pid = 7, fn1 = 0x801F92E, fn2 = 0x8024390, fn3 = 0x80239E6, fn4 = 0x800597C, address = 0x10009DB0, real_alloc = 40, user_alloc = 32, user_req = 12 }
[01:00:06.471274190] (+0.000064381) 0 heap_alloc: { pid = 7, fn1 = 0x801F92E, fn2 = 0x80243A0, fn3 = 0x80239E6, fn4 = 0x800597C, address = 0x10009DD0, real_alloc = 24, user_alloc = 16, user_req = 1 }
[01:00:06.471342476] (+0.000068286) 0 heap_alloc: { pid = 7, fn1 = 0x800DD8E, fn2 = 0x801071E, fn3 = 0x8021912, fn4 = 0x800597C, address = 0x10009DE0, real_alloc = 104, user_alloc = 96, user_req = 80 }
[01:00:06.471434571] (+0.000092095) 0 heap_alloc: { pid = 7, fn1 = 0x8001EBC, fn2 = 0x800DDB4, fn3 = 0x800F41C, fn4 = 0x800597C, address = 0x10009E40, real_alloc = 88, user_alloc = 80, user_req = 64 }
